id,subject,type,name,rarity,mp,damage,shield,utility_value,front_text,flavor
"통합사회_유틸_156","통합사회","유틸","인구피라미드 분석","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","연령별·성별 인구 구성을 나타낸 그래프."
"통합사회_유틸_157","통합사회","유틸","산업구조 분석","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","한 나라의 산업이 1·2·3차로 어떻게 구성되는지 파악하는 것."
"통합사회_유틸_158","통합사회","유틸","자원분포 탐색","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","자원이 지역별로 어떻게 분포하는지 파악하는 것."
"통합사회_유틸_159","통합사회","유틸","시사이슈 파악","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","현재 사회에서 논의되는 쟁점을 이해하는 것."
"통합사회_유틸_160","통합사회","유틸","정책비교 분석","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","여러 정책의 장단점을 비교해 평가하는 것."
"통합과학_공격_161","통합과학","공격","관성의법칙 충돌","일반","2","5","","","MP 2 소모, 대상에게 데미지 5.","외력이 없으면 물체는 운동 상태를 유지한다는 뉴턴 제1법칙."
"통합과학_공격_162","통합과학","공격","작용반작용 반격","희귀","3","8","","","MP 3 소모, 대상에게 데미지 8.","힘을 가하면 크기가 같고 방향이 반대인 힘이 되돌아온다는 법칙."
"통합과학_공격_163","통합과학","공격","만유인력 견인","일반","2","7","","","MP 2 소모, 대상에게 데미지 7.","질량을 가진 모든 물체는 서로 끌어당긴다는 법칙."
"통합과학_공격_164","통합과학","공격","자유낙하 강타","전설","5","17","","","MP 5 소모, 대상에게 데미지 17.","중력만 받아 아래로 떨어지는 운동."
"통합과학_공격_165","통합과학","공격","운동량보존 충격","희귀","4","11","","","MP 4 소모, 대상에게 데미지 11.","외부 힘이 없으면 전체 운동량의 합이 변하지 않는다는 법칙."
"통합과학_공격_166","통합과학","공격","에너지보존 폭발","일반","1","5","","","MP 1 소모, 대상에게 데미지 5.","에너지는 형태만 바뀔 뿐 총량은 변하지 않는다는 법칙."
"통합과학_공격_167","통합과학","공격","화학반응 폭격","희귀","4","13","","","MP 4 소모, 대상에게 데미지 13.","물질이 다른 물질로 변하는 과정과 그 식."
"통합과학_공격_168","통합과학","공격","산화환원 반응","일반","1","7","","","MP 1 소모, 대상에게 데미지 7.","전자를 잃고(산화) 얻는(환원) 반응."
"통합과학_공격_169","통합과학","공격","산염기반응 중화","일반","2","8","","","MP 2 소모, 대상에게 데미지 8.","산과 염기가 만나 서로의 성질을 없애는 반응."
"통합과학_공격_170","통합과학","공격","전자기유도 방전","일반","1","4","","","MP 1 소모, 대상에게 데미지 4.","자기장의 변화가 전류를 만들어내는 현상."
"통합과학_공격_171","통합과학","공격","파동간섭 충격파","일반","2","5","","","MP 2 소모, 대상에게 데미지 5.","두 파동이 겹쳐 세기가 커지거나 작아지는 현상."
"통합과학_공격_172","통합과학","공격","굴절법칙 저격","희귀","3","12","","","MP 3 소모, 대상에게 데미지 12.","빛이 매질을 지날 때 경로가 꺾이는 현상."
"통합과학_공격_173","통합과학","공격","방사성붕괴 폭발","일반","2","7","","","MP 2 소모, 대상에게 데미지 7.","불안정한 원자핵이 방사선을 내며 안정한 상태로 변하는 현상."
"통합과학_공격_174","통합과학","공격","유전법칙 발현","전설","5","19","","","MP 5 소모, 대상에게 데미지 19.","부모의 형질이 자손에게 전달되는 규칙(멘델의 법칙)."
"통합과학_공격_175","통합과학","공격","자연선택 도태","희귀","4","9","","","MP 4 소모, 대상에게 데미지 9.","환경에 적합한 개체가 살아남아 번식한다는 원리."
"통합과학_공격_176","통합과학","공격","광합성 폭발","일반","1","5","","","MP 1 소모, 대상에게 데미지 5.","식물이 빛에너지로 포도당을 만드는 과정."
"통합과학_공격_177","통합과학","공격","세포호흡 연소","희귀","4","11","","","MP 4 소모, 대상에게 데미지 11.","세포가 영양소를 분해해 에너지를 얻는 과정."
"통합과학_공격_178","통합과학","공격","삼투압 압박","일반","1","7","","","MP 1 소모, 대상에게 데미지 7.","농도가 다른 두 용액 사이에서 물이 이동하는 현상의 압력."
"통합과학_공격_179","통합과학","공격","전류법칙 방전","일반","2","8","","","MP 2 소모, 대상에게 데미지 8.","전압, 전류, 저항 사이의 관계(옴의 법칙)."
"통합과학_공격_180","통합과학","공격","마찰력 제동","일반","1","4","","","MP 1 소모, 대상에게 데미지 4.","접촉면 사이에서 운동을 방해하는 힘."
"통합과학_방어_181","통합과학","방어","원소주기율 방패","일반","2","","4","","MP 2 소모, 받는 데미지 4만큼 감소(1회).","원자번호 순서로 배열하면 성질이 주기적으로 반복되는 규칙."
"통합과학_방어_182","통합과학","방어","화학결합 결계","희귀","3","","8","","MP 3 소모, 받는 데미지 8만큼 감소(1회).","원자들이 서로 연결되어 분자를 이루는 방식."
"통합과학_방어_183","통합과학","방어","세포막 보호막","일반","2","","6","","MP 2 소모, 받는 데미지 6만큼 감소(1회).","세포 내부와 외부를 구분하고 물질 출입을 조절하는 막."
"통합과학_방어_184","통합과학","방어","항상성 방벽","전설","5","","14","","MP 5 소모, 받는 데미지 14만큼 감소(1회).","생명체가 내부 환경을 일정하게 유지하려는 성질."
"통합과학_방어_185","통합과학","방어","면역반응 방어","희귀","4","","6","","MP 4 소모, 받는 데미지 6만큼 감소(1회).","몸속에 들어온 병원체에 맞서 싸우는 신체 반응."
"통합과학_방어_186","통합과학","방어","완충작용 결속","일반","1","","5","","MP 1 소모, 받는 데미지 5만큼 감소(1회).","pH 변화를 최소화하는 화학적 작용."
"통합과학_방어_187","통합과학","방어","밀도 방벽","희귀","4","","8","","MP 4 소모, 받는 데미지 8만큼 감소(1회).","단위 부피당 질량. 물질마다 고유한 값을 가진다."
"통합과학_방어_188","통합과학","방어","표면장력 결계","일반","1","","3","","MP 1 소모, 받는 데미지 3만큼 감소(1회).","액체 표면이 스스로 수축하려는 힘."
"통합과학_방어_189","통합과학","방어","열평형 반사","일반","2","","4","","MP 2 소모, 받는 데미지 4만큼 감소(1회).","온도가 다른 두 물체가 접촉하면 결국 같은 온도가 되는 현상."
"통합과학_방어_190","통합과학","방어","관성모멘트 저항","일반","1","","5","","MP 1 소모, 받는 데미지 5만큼 감소(1회).","회전 운동에서 물체가 회전 상태를 유지하려는 성질."
"통합과학_유틸_191","통합과학","유틸","현미경 관찰","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","작은 대상을 확대해서 관찰하는 도구와 방법."
"통합과학_유틸_192","통합과학","유틸","실험설계 구성","희귀","3","","","3","MP 3 소모, 진영 특성에 맞는 특수 효과(보정치 3) 1회 적용.","가설을 검증하기 위한 실험 절차를 짜는 것."
"통합과학_유틸_193","통합과학","유틸","변인통제 조율","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","실험에서 조작 변인 외 나머지를 동일하게 유지하는 것."
"통합과학_유틸_194","통합과학","유틸","그래프 해석","전설","5","","","5","MP 5 소모, 진영 특성에 맞는 특수 효과(보정치 5) 1회 적용.","실험 결과를 그래프로 나타내고 분석하는 것."
"통합과학_유틸_195","통합과학","유틸","단위환산 계산","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","서로 다른 단위를 같은 기준으로 바꾸는 것."
"통합과학_유틸_196","통합과학","유틸","화학식 작성","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","물질의 조성을 원소기호로 나타내는 것."
"통합과학_유틸_197","통합과학","유틸","원소기호 표기","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","각 원소를 알파벳 기호로 나타내는 것."
"통합과학_유틸_198","통합과학","유틸","주기율표 판독","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","원소들을 원자번호와 성질에 따라 배열한 표를 읽는 것."
"통합과학_유틸_199","통합과학","유틸","생태계 분석","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","생물과 환경이 상호작용하는 체계를 파악하는 것."
"통합과학_유틸_200","통합과학","유틸","지층 해석","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","암석층의 순서와 특징으로 과거 환경을 추론하는 것."
"한국사_공격_201","한국사","공격","훈민정음 창제","일반","2","5","","","MP 2 소모, 대상에게 데미지 5.","1443년 세종이 백성을 위해 만든 우리 고유의 문자 체계."
"한국사_공격_202","한국사","공격","거북선 전술","희귀","3","12","","","MP 3 소모, 대상에게 데미지 12.","이순신 장군이 활용한 철갑 전선의 포위·돌격 전술."
"한국사_공격_203","한국사","공격","임진왜란 의병","일반","2","7","","","MP 2 소모, 대상에게 데미지 7.","왜군의 침입에 맞서 자발적으로 일어난 백성들의 군대."
"한국사_공격_204","한국사","공격","동학농민운동 봉기","전설","5","17","","","MP 5 소모, 대상에게 데미지 17.","1894년 부패한 관리와 외세에 맞선 농민들의 대규모 봉기."
"한국사_공격_205","한국사","공격","갑오개혁 단행","희귀","4","9","","","MP 4 소모, 대상에게 데미지 9.","1894년 신분제 폐지 등 근대적 개혁을 추진한 사건."
"한국사_공격_206","한국사","공격","3.1운동 함성","일반","1","5","","","MP 1 소모, 대상에게 데미지 5.","1919년 전국적으로 일어난 비폭력 독립 만세 운동."
"한국사_공격_207","한국사","공격","광주학생운동 궐기","희귀","4","11","","","MP 4 소모, 대상에게 데미지 11.","1929년 학생들이 중심이 된 항일 민족운동."
"한국사_공격_208","한국사","공격","독립군 무장투쟁","일반","1","7","","","MP 1 소모, 대상에게 데미지 7.","만주·연해주 등지에서 무력으로 독립을 쟁취하려 한 투쟁."
"한국사_공격_209","한국사","공격","4.19혁명 함성","일반","2","8","","","MP 2 소모, 대상에게 데미지 8.","1960년 부정선거에 항거해 일어난 민주주의 혁명."
"한국사_공격_210","한국사","공격","5.18민주화운동 항쟁","일반","1","4","","","MP 1 소모, 대상에게 데미지 4.","1980년 광주에서 일어난 민주화를 위한 시민 항쟁."
"한국사_공격_211","한국사","공격","병자호란 항쟁","일반","2","5","","","MP 2 소모, 대상에게 데미지 5.","1636년 청의 침입에 맞선 조선의 저항."
"한국사_공격_212","한국사","공격","살수대첩 승전","희귀","3","10","","","MP 3 소모, 대상에게 데미지 10.","고구려 을지문덕이 수나라 대군을 물리친 전투."
"한국사_공격_213","한국사","공격","귀주대첩 승전","일반","2","7","","","MP 2 소모, 대상에게 데미지 7.","고려 강감찬이 거란군을 크게 물리친 전투."
"한국사_공격_214","한국사","공격","한산도대첩 승전","전설","5","19","","","MP 5 소모, 대상에게 데미지 19.","이순신이 학익진으로 왜 수군을 대파한 전투."
"한국사_공격_215","한국사","공격","을미의병 봉기","희귀","4","13","","","MP 4 소모, 대상에게 데미지 13.","명성황후 시해와 단발령에 반발해 일어난 의병 운동."
"한국사_공격_216","한국사","공격","신미양요 항쟁","일반","1","5","","","MP 1 소모, 대상에게 데미지 5.","1871년 미국 함대의 침입에 맞선 조선의 항전."
"한국사_공격_217","한국사","공격","강화도조약 체결","희귀","4","9","","","MP 4 소모, 대상에게 데미지 9.","1876년 조선이 일본과 맺은 최초의 근대적 조약(불평등 조약)."
"한국사_공격_218","한국사","공격","갑신정변 단행","일반","1","7","","","MP 1 소모, 대상에게 데미지 7.","1884년 급진 개화파가 일으킨 근대화 정변."
"한국사_공격_219","한국사","공격","위정척사 저항","일반","2","8","","","MP 2 소모, 대상에게 데미지 8.","전통 질서를 지키고 외세를 배척하자는 사상."
"한국사_공격_220","한국사","공격","동북공정 대응","일반","1","4","","","MP 1 소모, 대상에게 데미지 4.","중국의 역사 왜곡 시도에 맞선 역사적 대응."
"한국사_방어_221","한국사","방어","성곽 축조 방패","일반","2","","4","","MP 2 소모, 받는 데미지 4만큼 감소(1회).","외적의 침입을 막기 위해 흙과 돌로 쌓은 방어시설."
"한국사_방어_222","한국사","방어","봉수제도 경계","희귀","3","","8","","MP 3 소모, 받는 데미지 8만큼 감소(1회).","불과 연기로 위급한 소식을 빠르게 전하던 통신 제도."
"한국사_방어_223","한국사","방어","실학사상 방벽","일반","2","","6","","MP 2 소모, 받는 데미지 6만큼 감소(1회).","조선 후기 현실 문제 해결을 중시한 새로운 학풍."
"한국사_방어_224","한국사","방어","대동법 시행","전설","5","","12","","MP 5 소모, 받는 데미지 12만큼 감소(1회).","공납을 쌀·베·돈으로 통일해 걷던 조선의 조세 제도."
"한국사_방어_225","한국사","방어","균역법 시행","희귀","4","","6","","MP 4 소모, 받는 데미지 6만큼 감소(1회).","군포 부담을 절반으로 줄여준 조선의 세금 제도."
"한국사_방어_226","한국사","방어","탕평책 조율","일반","1","","5","","MP 1 소모, 받는 데미지 5만큼 감소(1회).","붕당 간 대립을 완화하려 한 영·정조의 정책."
"한국사_방어_227","한국사","방어","집현전 연구","희귀","4","","8","","MP 4 소모, 받는 데미지 8만큼 감소(1회).","세종이 학문 연구를 위해 설치한 왕립 학술 기관."
"한국사_방어_228","한국사","방어","사고 보관","일반","1","","3","","MP 1 소모, 받는 데미지 3만큼 감소(1회).","조선왕조실록 등 중요 기록을 보관하던 서고."
"한국사_방어_229","한국사","방어","향약 결속","일반","2","","4","","MP 2 소모, 받는 데미지 4만큼 감소(1회).","조선시대 마을 단위의 자치 규약."
"한국사_방어_230","한국사","방어","서원 교육","일반","1","","5","","MP 1 소모, 받는 데미지 5만큼 감소(1회).","조선시대 유생들이 학문을 닦던 사설 교육기관."
"한국사_유틸_231","한국사","유틸","사료 해석","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","옛 문헌이나 기록을 통해 역사적 사실을 파악하는 것."
"한국사_유틸_232","한국사","유틸","유물 감정","희귀","3","","","3","MP 3 소모, 진영 특성에 맞는 특수 효과(보정치 3) 1회 적용.","출토된 유물의 시대와 용도를 판별하는 것."
"한국사_유틸_233","한국사","유틸","연표 작성","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","역사적 사건을 시간 순서로 정리하는 것."
"한국사_유틸_234","한국사","유틸","역사지도 판독","전설","5","","","5","MP 5 소모, 진영 특성에 맞는 특수 효과(보정치 5) 1회 적용.","옛 지도를 통해 영토와 지리 변화를 파악하는 것."
"한국사_유틸_235","한국사","유틸","계보 파악","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","왕이나 인물 간의 혈연·계승 관계를 정리하는 것."
"한국사_유틸_236","한국사","유틸","시대구분 정리","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","역사를 고대·중세·근대 등으로 나누는 기준을 파악하는 것."
"한국사_유틸_237","한국사","유틸","인물관계 분석","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","역사적 인물 간의 관계를 파악하는 것."
"한국사_유틸_238","한국사","유틸","사건인과 분석","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","역사적 사건의 원인과 결과를 연결해 분석하는 것."
"한국사_유틸_239","한국사","유틸","유적 답사","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","역사적 장소를 직접 방문해 조사하는 활동."
"한국사_유틸_240","한국사","유틸","고문서 해독","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","옛 한자·한글 문서를 읽고 뜻을 파악하는 것."
"공용_유틸_241","공용","유틸","엎어치기","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","[체육] 유도에서 상대를 등 뒤로 넘겨 매치는 기술."
"공용_유틸_242","공용","유틸","배면치기","희귀","3","","","3","MP 3 소모, 진영 특성에 맞는 특수 효과(보정치 3) 1회 적용.","[체육] 몸을 돌려 등 쪽으로 상대를 넘기는 기술."
"공용_유틸_243","공용","유틸","페인트모션","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","[체육] 상대를 속이기 위한 가짜 동작."
"공용_유틸_244","공용","유틸","스퍼트","전설","5","","","5","MP 5 소모, 진영 특성에 맞는 특수 효과(보정치 5) 1회 적용.","[체육] 순간적으로 속도를 크게 높이는 동작."
"공용_유틸_245","공용","유틸","지구력훈련","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","[체육] 오랜 시간 운동을 지속할 수 있는 능력을 기르는 훈련."
"공용_유틸_246","공용","유틸","순발력강화","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","[체육] 짧은 시간에 최대 힘을 내는 능력을 기르는 훈련."
"공용_유틸_247","공용","유틸","팀워크플레이","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","[체육] 팀원과 협력해 목표를 달성하는 전술."
"공용_유틸_248","공용","유틸","심폐지구력","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","[체육] 심장과 폐가 오래 운동을 지속하게 하는 능력."
"공용_유틸_249","공용","유틸","유연성훈련","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","[체육] 관절과 근육의 가동 범위를 넓히는 훈련."
"공용_유틸_250","공용","유틸","근력강화","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","[체육] 근육이 낼 수 있는 힘을 키우는 훈련."
"공용_유틸_251","공용","유틸","자기소개서작성","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","[진로] 자신의 강점과 경험을 정리해 알리는 글쓰기."
"공용_유틸_252","공용","유틸","포트폴리오정리","희귀","3","","","3","MP 3 소모, 진영 특성에 맞는 특수 효과(보정치 3) 1회 적용.","[진로] 자신의 활동과 결과물을 체계적으로 모은 자료."
"공용_유틸_253","공용","유틸","인턴십경험","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","[진로] 실제 현장에서 미리 일을 경험해보는 활동."
"공용_유틸_254","공용","유틸","네트워킹","전설","5","","","5","MP 5 소모, 진영 특성에 맞는 특수 효과(보정치 5) 1회 적용.","[진로] 진로에 도움이 될 인적 관계를 넓히는 활동."
"공용_유틸_255","공용","유틸","목표설정","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","[진로] 이루고자 하는 바를 구체적으로 정하는 것."
"공용_유틸_256","공용","유틸","시간관리","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","[진로] 한정된 시간을 효율적으로 배분해 쓰는 능력."
"공용_유틸_257","공용","유틸","강점분석","희귀","4","","","4","MP 4 소모, 진영 특성에 맞는 특수 효과(보정치 4) 1회 적용.","[진로] 자신이 잘하는 것을 파악하는 것."
"공용_유틸_258","공용","유틸","롤모델탐색","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","[진로] 본받고 싶은 인물을 찾아 진로에 참고하는 것."
"공용_유틸_259","공용","유틸","자격증취득","일반","2","","","2","MP 2 소모, 진영 특성에 맞는 특수 효과(보정치 2) 1회 적용.","[진로] 특정 분야의 능력을 공식적으로 인정받는 것."
"공용_유틸_260","공용","유틸","진로상담","일반","1","","","1","MP 1 소모, 진영 특성에 맞는 특수 효과(보정치 1) 1회 적용.","[진로] 전문가와의 대화를 통해 진로를 설계하는 것."
